"Level","Item","Description","Qty","Packing DOKAR","Packing DOKNR","Label DOKAR","Label DOKNR","Draw ID","Generic Item","FQty","2BOM","SAP Material ID","SAP Template","Blue","Bblock","BBtype","Smartpart"
"5","HE433912030","Transmeter Keller M12 V4 16 bar","1","","","","","","","","","","","","","","HE433912030"
"5","RANT417005009","WASHER D8 ISO7089 U6592 A304 #","4","","","","","140","","","","","","","","","RANT417005009"
"5","HE00S23Z09403","DD TRAFAG X6 RADIAL 7,8b g3","1","","","","","140","","","","","","","","","HE00S23Z09403"
"5","RANT417015011","PLAIN WASHER SMALL D12 140 HV A2","2","","","","","100","","","","","","","","","RANT417015011"
"5","HE462043001","BOUCHON 1/2 PR DENSISTAT","1","","","","","130","","","","","","","","","HE462043001"
"5","RANT425950307","JOINT TORIQUE 70 SH.A 5,33x56,52","1","","","","","70","","","","","","","","","RANT425950307"
"4","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","1","","","","","100","","","","","","","","","HE57S27Z40002"
"4","HE057-03222-80348","","1","","","","","","","","","","","","","","HE057-03222-80348_0001_0_GIS_110_BHT_CP_PLAQUE SIGN. DS 5000A DB401_HE_PLA_SIGN_FAB_BLUE_0_0_0_DES3"
"4","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","1","","","","","100","","","","","","","","","HE57S27Z40002"
"5","HE00P79Z00301","Brut Plaque 74x52 OLD = Alu Bleu BHT NEW = Std Inox Brossé","1","","","","","","","","","","","","","","HE00P79Z00301"
"3","HE057-KIT-BAR-S-3","","1","","","","","","","","","","","","","","HE057-KIT-BAR-S-3_0001__GIS_RED_022_BHT_BAY_KIT BARRES SITE_HE057-KIT-BAR-S-3_NO_0_NOEMPTY_0_103000_ITR_TO_DERAIL"
"4","HE057-38784-82530","","1","","","","","","","","","","","","","","HE057-38784-82530_0001_0_GIS_122_BHT_CP_PLAQUE SIGN. FES DB401_HE_PLA_SIGN_FAB_BLUE_0_0_0_DES3"
"4","HE057-0","","1","","","","","","","","","","","","","","HE057-0_0001__GIS_036_BHT_BAY_KIT BARRES ACHETE DB401_HE_KIT_BARS_BUY-T_NO_0_103000_NOEMPTY_ITR_TO_DERAIL"
"5","HE00P79Z00301","Brut Plaque 74x52 OLD = Alu Bleu BHT NEW = Std Inox Brossé","1","","","","","","","","","","","","","","HE00P79Z00301"
"3","HE057-KIT-BAR-S-4","","1","","","","","","","","","","","","","","HE057-KIT-BAR-S-4_0001__GIS_RED_023_BHT_BAY_KIT BARRES SITE_HE057-KIT-BAR-S-4_NO_0_NOEMPTY_0_103000"
"4","","","1","","","","","","","","","","","","","","HE057-2714199027_0001_230_GIS_055_BHT_CP_INDICATEUR OPTIQUE_HE53S12Z003-T_NO_B_DES3"
"4","HE057-0","","1","","","","","","","","","","","","","","HE057-0_0001__GIS_037_BHT_BAY_KIT BARRES ACHETE DB401_HE_KIT_BARS_BUY-T_NO_0_103000_NOEMPTY"
"5","HE53A18000118","IOP O BLANC/VERT SY.T NOIR/JAUNE","1","","","","","","","","","","","","","","HE53A18000118"
"2","HE057-TC-012-P","","1","","","","","","","","","","","","","","HE057-TC-012-P_0001__GIS_RED_012_BHT_BAY_Transport Component 12_HE057-TC-012-P_NO_0_NOEMPTY_103000"
"5","HE53S12Z003-D-05","PLAN INDICATEUR OPTIQUE","1","","","","","DRAW","","","","","","","","","HE53S12Z003-D-05"
"5","HE53S12Z003-P1","FANTOME INDICATEUR OPTIQUE","1","","","","","0","","","","","","","","","HE53S12Z003-P1"
"2","","","1","","","","","","","","","","","","","","100201984"
"3","","","1","","","","","","","","","","","","","","100201986"
"4","HE057-05255-83155","","1","","","","","","","","","","","","","","HE057-05255-83155_0001_NA_GIS_RED_001_SEH_MEC_DES-MEC3 ME4 CCW T155-7-02 SO=DB401_JE48404053-T0_NO_B_MEC3"
"5","HE057-1036233648","","1","","","","","","","","","","","","","","HE057-3946875087_0001_0310_GIS_067_SEH_MEC_ELECTRICAL EQUIPMENT ME4 CPL -14_JE48404242-T_BLUE_0_MEC3"
"6","JE48404242-D","JE48404242 Drawing","1","","","","","DRAW","","","","","","","","","JE48404242-D"
"6","JE4840425214","Nockenschalter Einheit","1","","","","","10","","","","","","","","","JE4840425214"
"6","JE4910350601","Crimpkontakt-Stift 1,5mm2 versilbert","120","","","","","30","","","","","","","","","JE4910350601"
"6","JE4910392501","Stifteinsatz Han 40D-M-c","3","","","","","50","","","","","","","","","JE4910392501"
"6","JE4910394001","Fuehrungsstift","6","","","","","60","","","","","","","","","JE4910394001"
"6","JE4910394101","Fuehrungsbuchse","6","","","","","70","","","","","","","","","JE4910394101"
"6","JE4910396801","Stifteinsatz Han Q7/0","3","","","","","90","","","","","","","","","JE4910396801"
"6","JE4910396901","Kodierpins Stift zu Han Q","3","","","","","100","","","","","","","","","JE4910396901"
"6","JE4910398101","Varistoreneinheit 175V","1","","","","","110","","","","","","","","","JE4910398101"
"6","JE4910399901","Leitermarkierung WMS 4,8(EX9)R weiss","260","","","","","120","","","","","","","","","JE4910399901"
"6","JE4910703002","Antikon.-Heizung 820 ohm","1","","","","","130","","","","","","","","","JE4910703002"
"6","RANT267317311","Aderleitung Halogenfrei 1,5 mm2 schwarz","18","","","","","140","","","","","","","","","RANT267317311"
"6","RANT419112078","THREAD ROLLING SCREW TORX M3*6","2","","","","","150","","","","","","","","","RANT419112078"
"6","RANT437101033","Aderendhülse mit Kunststoffhülse 1,5-10","120","","","","","160","","","","","","","","","RANT437101033"
"6","RANT437102034","Doppeladerendhülse isol. 2x1,5-12","25","","","","","170","","","","","","","","","RANT437102034"
"6","HE06L810160","","1","","","","","","","","","","","","","","HE06L810160_0001_0001_GIS_078_SEH_MEC_SCHEMA DE CABLAGE ME4_JE47010999-T_BLUE_0_MEC3"
"5","HE057-11850-54455","","1","","","","","","","","","","","","","","HE057-11850-54455_0001_1010_GIS_068_SEH_MEC_MEC LABEL KIT ME4 CPL -02 DB401_JE49204616-T1_BLUE_0_MEC3"
"6","JE4840481402","Betriebsartenschild","1","","","","","","","","","","","","","","JE4840481402"
"6","JE4920460104","Bezeichnungsschild - vorne - DSES","1","","","","","","","","","","","","","","JE4920460104"
"6","JE49204616-D","JE49204616 Drawing","1","","","","","DRAW","","","","","","","","","JE49204616-D"
"6","JE49204616-P","JE49204616 Phantom","1","","","","","","","","","","","","","","JE49204616-P"
"5","HE057-38245-16037","","1","","","","","","","","","","","","","","HE057-38245-16037_0001_0010_GIS_174_SEH_MEC_PLAQUE SIGN. ME4 MEC3 DB401_HE_PLA_SIGN_FAB_BLUE_0_0_0_MEC3"
"6","HE00P79Z00302","Brut Plaque 80x80 OLD = Alu Bleu BHT NEW = Std Inox Brossé","1","","","","","","","","","","","","","","HE00P79Z00302"
"5","JE4910705601","Blindstopfen 800F-N2","2","","","","","","","","","","","","","","JE4910705601"
"5","JE4112365101","Klebeplatte","4","","","","","","","","","","","","","","JE4112365101"
"5","JE4840145103","cover niro","1","","","","","","","","","","","","","","JE4840145103"
"5","JE4840345102","Covering plate sonder STAINLESS","1","","","","","","","","","","","","","","JE4840345102"
"5","JE48404053-D","JE48404053 Drawing","1","","","","","DRAW","","","","","","","","","JE48404053-D"
"5","JE4840415301","LOW LEVEL Antrieb T155-3 / DES / KIT","1","","","","","","","","","","","","","","JE4840415301"
"5","JE4840422106","Betriebsartenwaehler","1","","","","","60","","","","","","","","","JE4840422106"
"5","JE4840423101","position indicator","1","","","","","70","","","","","","","","","JE4840423101"
"5","JE4840426312","motor pre-assembly","1","","","","","","","","","","","","","","JE4840426312"
"5","JE4840427112","Magnetverriegelung","1","","","","","510","","","","","","","","","JE4840427112"
"5","JE4840427901","Verriegelungsvorrichtung","1","","","","","560","","","","","","","","","JE4840427901"
"5","JE4840437101","flat gasket set","1","","","","","130","","","","","","","","","JE4840437101"
"5","JE4840440311","Gehaeuse","1","","","","","110","","","","","","","","","JE4840440311"
"5","JE4840442101","cover","1","","","","","120","","","","","","","","","JE4840442101"
"5","JE4840467701","distance sleeve","1","","","","","90","","","","","","","","","JE4840467701"
"5","JE4840475501","Sicherungsplatte","1","","","","","520","","","","","","","","","JE4840475501"
"5","JE4840490101","distance piece","4","","","","","170","","","","","","","","","JE4840490101"
"5","JE4840490301","Stift","1","","","","","515","","","","","","","","","JE4840490301"
"5","JE48490001-D-12","PLAN JE48490001","1","","","","","DRAW","","","","","","","","","JE48490001-D-12"
"5","JE4910392401","Anbaugehäuse Han 16EMV/B-agg-QB (40-pol)","3","","","","","410","","","","","","","","","JE4910392401"
"5","JE4910392901","Kunststoffkappe m. Zapfen Han16B-AK","3","","","","","420","","","","","","","","","JE4910392901"
"5","JE4910394201","Anbaugehäuse Han 3EMV-agg-QB","3","","","","","","","","","","","","","","JE4910394201"
"5","JE4910397601","Kunststoffkappe","3","","","","","470","","","","","","","","","JE4910397601"
"5","JE4910474401","Druckausgleichselement M12x1.5","1","","","","","140","","","","","","","","","JE4910474401"
"5","JE4910474402","Gegenmutter M12x1.5","1","","","","","150","","","","","","","","","JE4910474402"
"5","JE4910474501","Dichtung Vorreiber","1","","","","","555","","","","","","","","","JE4910474501"
"5","JE4910474708","CAP Dichtblindniete 3.2x8","4","","","","","960","","","","","","","","","JE4910474708"
"5","JE4910478102","Vorreiber untersch. schliessend","1","","","","","550","","","","","","","","","JE4910478102"
"5","JE4910478301","Sechskant-Rippenmutter mit Flansch M6","4","","","","","160","","","","","","","","","JE4910478301"
"5","JE4910479102","Flachkopfschraube Torx M5x10 A2 Tuflok","1","","","","","730","","","","","","","","","JE4910479102"
"5","JE4910479103","Flachkopfschraube Torx M5x35 A2 Tuflok","1","","","","","740","","","","","","","","","JE4910479103"
"5","JE4910479105","Flachkopfschraube Torx M4x12 A2 Tuflo","38","","","","","720","","","","","","","","","JE4910479105"
"5","JE4910705501","Drucktaster unbeleuchtet","1","","","","","540","","","","","","","","","JE4910705501"
"5","JE9191501102","Kabelbinder L=140-180","4","","","","","380","","","","","","","","","JE9191501102"
"5","RANT412434080","Flachkopfschraube TORX M3x10 A2","8","","","","","710","","","","","","","","","RANT412434080"
"5","RANT412434159","Flachkopfschraube TORX M4x8 A2","4","","","","","535","","","","","","","","","RANT412434159"
"5","RANT416134007","NUT M5 EN-ISO4032 U5588 A304","1","","","","","780","","","","","","","","","RANT416134007"
"5","RANT417006006","RONDELLE PLATE NORMALE D4 140 HV A4","4","","","","","545","","","","","","","","","RANT417006006"
"5","RANT417025006","Scheibe gross D=4 140 HV niro A2","22","","","","","820","","","","","","","","","RANT417025006"
"5","RANT417025007","WASHER D5.5X15 ISO7093 U6593 A304","3","","","","","830","","","","","","","","","RANT417025007"
"5","RANT417202006","Federring niro 4","5","","","","","870","","","","","","","","","RANT417202006"
"5","RANT417202007","SPRING WASHER D5 UNI8839A A301 *","1","","","","","880","","","","","","","","","RANT417202007"
"5","RANT419112160","Gewindeformschraube M4x10","9","","","","","920","","","","","","","","","RANT419112160"
"5","RANT419112200","Gewindeformschraube M5x10","2","","","","","930","","","","","","","","","RANT419112200"
"5","RANT421663142","Sicherungsscheibe Wellen 4x0.7","2","","","","","525","","","","","","","","","RANT421663142"
"3","","","1","","","","","","","","","","","","","","100201988"
"4","HE057-15278-07508","","1","","","","","","","","","","","","","","HE057-15278-07508_0001_NA_GIS_RED_001_SEH_MEC_FES-MEC6 ME4F CCW 90  SO=DB401_JE48405031-T0_NO_B_MEC6"
"5","JE4840145103","cover niro","1","","","","","","","","","","","","","","JE4840145103"
"5","JE4840437101","flat gasket set","1","","","","","","","","","","","","","","JE4840437101"
"5","JE4840442101","cover","1","","","","","","","","","","","","","","JE4840442101"
"5","JE4840475501","Sicherungsplatte","1","","","","","","","","","","","","","","JE4840475501"
"5","JE4840481114","Betriebsartenschild","1","","","","","","","","","","","","","","JE4840481114"
"5","JE4840520104","LOW-LEVEL ME4F","1","","","","","","","","","","","","","","JE4840520104"
"5","JE4840522101","Mode Selector","1","","","","","","","","","","","","","","JE4840522101"
"5","JE4840526102","Motor pre-assembly","1","","","","","","","","","","","","","","JE4840526102"
"5","JE4840527102","Magnetic interlocking","1","","","","","","","","","","","","","","JE4840527102"
"5","JE4840540101","Cabinet indoor","1","","","","","","","","","","","","","","JE4840540101"
"5","JE4840565901","Cover","1","","","","","","","","","","","","","","JE4840565901"
"5","JE4840566001","spacer sleeve","2","","","","","","","","","","","","","","JE4840566001"
"5","JE4840566301","Connector plate","1","","","","","","","","","","","","","","JE4840566301"
"4","HE57S44Z50002","CONE OUVERT EQUIPE COUDE","1","","","","","40","","","","","","","","","HE57S44Z50002"
"5","JE4840590101","distance piece","4","","","","","","","","","","","","","","JE4840590101"
"4","HE57S90Z80301","INTERFACE FIXATION CONE","1","","","","","50","","","","","","","","","HE57S90Z80301"
"5","JE48490002-D","Drawing Item","1","","","","","DRAW","","","","","","","","","JE48490002-D"
"4","HE57S90Z50102","INTERFACE INDICAT DE CONE OUVERT OUTDOOR","1","","","","","70","","","","","","","","","HE57S90Z50102"
"5","JE4910392401","Anbaugehäuse Han 16EMV/B-agg-QB (40-pol)","2","","","","","410","","","","","","","","","JE4910392401"
"4","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","130","","","","","","","","","HE57S90Z80701"
"5","JE4910392901","Kunststoffkappe m. Zapfen Han16B-AK","2","","","","","420","","","","","","","","","JE4910392901"
"4","HE00S27Z40401","COUVERCLE DIAM 115 EQUIPE","1","","","","","190","","","","","","","","","HE00S27Z40401"
"5","JE4910394201","Anbaugehäuse Han 3EMV-agg-QB","3","","","","","460","","","","","","","","","JE4910394201"
"4","HE00S27Z40401","COUVERCLE DIAM 115 EQUIPE","1","","","","","190","","","","","","","","","HE00S27Z40401"
"5","JE4910397601","Kunststoffkappe","3","","","","","470","","","","","","","","","JE4910397601"
"4","HE00S27Z40201","COUVERCLE DIAM 100 EQUIPE","1","","","","","180","","","","","","","","","HE00S27Z40201"
"5","JE4910458901","Washer Bz","1","","","","","","","","","","","","","","JE4910458901"
"4","HE53S27Z00802","OBTUR.PIQ.VANNE AVEC INTERFACE G3","1","","","","","140","","","","","","","","","HE53S27Z00802"
"5","JE4910474401","Druckausgleichselement M12x1.5","1","","","","","210","","","","","","","","","JE4910474401"
"4","HE057-TC-004-P","","1","","","","","","","","","","","","","","HE057_TC-004_P_0001__GIS_RED_004_BHT_BAY_Transport Component 4_HE057-TC-004-P"
"5","JE4910474402","Gegenmutter M12x1.5","1","","","","","220","","","","","","","","","JE4910474402"
"5","HE57P44Z40361","CUVE COUDE EP19","1","","","","","","","","","","","","","","HE57P44Z40361"
"5","JE4910474501","Dichtung Vorreiber","1","","","","","560","","","","","","","","","JE4910474501"
"4","HE57S27Z40001","INTERFACE EXPEDITION SANS VALVE","1","","","","","120","","","","","","","","","HE57S27Z40001"
"5","JE4910474708","CAP Dichtblindniete 3.2x8","4","","","","","960","","","","","","","","","JE4910474708"
"4","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","1","","","","","110","","","","","","","","","HE57S27Z40002"
"5","JE4910478102","Vorreiber untersch. schliessend","1","","","","","551","","","","","","","","","JE4910478102"
"3","HE057-TC-001-P","","3","","","","","","","","","","","","","","HE057-TC-001-P_0001__GIS_RED_001_BHT_BAY_Transport Component 1_HE057-TC-001-P_NO_0_NOEMPTY_204-205-206"
"5","JE4910478301","Sechskant-Rippenmutter mit Flansch M6","4","","","","","230","","","","","","","","","JE4910478301"
"4","HE57S44Z001-D-02","PLAN COUDE EQUIPE","1","","","","","DRAW","","","","","","","","","HE57S44Z001-D-02"
"5","JE4910479102","Flachkopfschraube Torx M5x10 A2 Tuflok","1","","","","","730","","","","","","","","","JE4910479102"
"4","HE57S44Z50002","CONE OUVERT EQUIPE COUDE","1","","","","","40","","","","","","","","","HE57S44Z50002"
"5","JE4910479105","Flachkopfschraube Torx M4x12 A2 Tuflo","37","","","","","720","","","","","","","","","JE4910479105"
"4","HE57S90Z80301","INTERFACE FIXATION CONE","1","","","","","50","","","","","","","","","HE57S90Z80301"
"5","JE4910703002","Antikon.-Heizung 820 ohm","1","","","","","351","","","","","","","","","JE4910703002"
"4","HE57S90Z50102","INTERFACE INDICAT DE CONE OUVERT OUTDOOR","1","","","","","70","","","","","","","","","HE57S90Z50102"
"5","JE4910705511","Drucktaster beleuchtet","1","","","","","541","","","","","","","","","JE4910705511"
"4","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","130","","","","","","","","","HE57S90Z80701"
"5","JE4920464001","Warning sign, general","1","","","","","","","","","","","","","","JE4920464001"
"4","HE00S00Z00206","DR 13b g3","1","","","","","240","","","","","","","","","HE00S00Z00206"
"5","JE4920464002","Warning sign, spring","1","","","","","","","","","","","","","","JE4920464002"
"4","HE00S25Z00802","CAPTEUR UHF EQUIPE PDWATCH","1","","","","","160","","","","","","","","","HE00S25Z00802"
"5","RANT412012204","Zylschraube I6kt 8.8 A2K M5x16","4","","","","","810","","","","","","","","","RANT412012204"
"4","HE00S27Z40401","COUVERCLE DIAM 115 EQUIPE","1","","","","","190","","","","","","","","","HE00S27Z40401"
"5","RANT412434080","Flachkopfschraube TORX M3x10 A2","8","","","","","820","","","","","","","","","RANT412434080"
"4","HE057-TC-004-P","","1","","","","","","","","","","","","","","HE057_TC-004_P_0001__GIS_RED_004_BHT_BAY_Transport Component 4_HE057-TC-004-P"
"5","RANT416119007","6kt Mutter mit Klemmteil M5","4","","","","","850","","","","","","","","","RANT416119007"
"5","HE57P44Z40361","CUVE COUDE EP19","1","","","","","","","","","","","","","","HE57P44Z40361"
"5","RANT416134007","NUT M5 EN-ISO4032 U5588 A304","1","","","","","","","","","","","","","","RANT416134007"
"4","HE057-TC-003-P","","1","","","","","","","","","","","","","","HE057_TC-003_P_0001__GIS_RED_003_BHT_BAY_Transport Component 3_HE057-TC-003-P"
"5","RANT417025006","Scheibe gross D=4 140 HV niro A2","21","","","","","870","","","","","","","","","RANT417025006"
"5","HE00S23Z100-D-01","PLAN SURVEILLANCE SF6 ET G3","1","","","","","DRAW","","","","","","","","","HE00S23Z100-D-01"
"5","RANT417025007","WASHER D5.5X15 ISO7093 U6593 A304","1","","","","","880","","","","","","","","","RANT417025007"
"5","HE00S23Z100-P","PHANTOM SURVEILLANCE SF6 ET G3","1","","","","","","","","","","","","","","HE00S23Z100-P"
"5","RANT417202007","SPRING WASHER D5 UNI8839A A301 *","1","","","","","","","","","","","","","","RANT417202007"
"5","JE4733995001","Gas Connection g3 DILO DN20","1","","","","","110","","","","","","","","","JE4733995001"
"5","RANT419112078","THREAD ROLLING SCREW TORX M3*6","2","","","","","910","","","","","","","","","RANT419112078"
"5","HE00S23Z09403","DD TRAFAG X6 RADIAL 7,8b g3","1","","","","","140","","","","","","","","","HE00S23Z09403"
"5","RANT419112086","Gewindefurchschraube CE TROX M3x20","2","","","","","920","","","","","","","","","RANT419112086"
"5","HE433912030","Transmeter Keller M12 V4 16 bar","1","","","","","","","","","","","","","","HE433912030"
"5","RANT419112201","Gewindeformschraube M5x12","4","","","","","930","","","","","","","","","RANT419112201"
"5","HE462043001","BOUCHON 1/2 PR DENSISTAT","1","","","","","130","","","","","","","","","HE462043001"
"5","RANT421683182","CLIP SL D6 UNI8834 STEEL","1","","","","","","","","","","","","","","RANT421683182"
"4","HE57S27Z40001","INTERFACE EXPEDITION SANS VALVE","1","","","","","120","","","","","","","","","HE57S27Z40001"
"5","HE057-3506025659","","1","","","","","","","","","","","","","","HE057-3093877525_0001_310_GIS_067_SEH_MEC_ELECTRICAL EQUIPMENT ME4F -00 HE00L810075_JE48405231-T_BLUE_0_MEC6"
"4","HE57S27Z40002","INTERFACE EXPEDITION AVEC VALVE","1","","","","","110","","","","","","","","","HE57S27Z40002"
"6","JE4811935101","Hebel m.Bolzen Hilfs-u.Mot.end","1","","","","","","","","","","","","","","JE4811935101"
"3","HE057-TC-001-P","","3","","","","","","","","","","","","","","HE057-TC-001-P_0001__GIS_RED_001_BHT_BAY_Transport Component 1_HE057-TC-001-P_NO_0_NOEMPTY_204-205-206"
"6","JE48405231-D","DRAWING Electrical Equipment","1","","","","","","","","","","","","","","JE48405231-D"
"4","HE57S40Z006-D-01","PLAN CROIX EQUIPEE","1","","","","","DRAW","","","","","","","","","HE57S40Z006-D-01"
"6","JE4840526501","Mode selector contacts","1","","","","","340","","","","","","","","","JE4840526501"
"4","HE57S90Z80301","INTERFACE FIXATION CONE","1","","","","","40","","","","","","","","","HE57S90Z80301"
"6","JE4840534101","Double lever compl.","1","","","","","","","","","","","","","","JE4840534101"
"4","HE57S90Z50102","INTERFACE INDICAT DE CONE OUVERT OUTDOOR","1","","","","","60","","","","","","","","","HE57S90Z50102"
"6","JE4840552201","Support","1","","","","","","","","","","","","","","JE4840552201"
"4","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","80","","","","","","","","","HE57S90Z80701"
"6","JE4840564202","Link","1","","","","","","","","","","","","","","JE4840564202"
"4","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","80","","","","","","","","","HE57S90Z80701"
"6","JE4910462401","Zylsch.I6kt M4x8-8.8 m.PRECOTE","2","","","","","","","","","","","","","","JE4910462401"
"4","HE00S25Z01502","CAPTEUR UHF PDWATCH EQUIPE SUR D115","1","","","","","290","","","","","","","","","HE00S25Z01502"
"6","JE4910510001","Hilfsschalter 40E 4S","2","","","","","","","","","","","","","","JE4910510001"
"4","HE00S27Z40401","COUVERCLE DIAM 115 EQUIPE","1","","","","","250","","","","","","","","","HE00S27Z40401"
"6","JE9192801801","Selbstkl. Etikette 16x7 gelb","2","","","","","","","","","","","","","","JE9192801801"
"4","HE00S27Z40201","COUVERCLE DIAM 100 EQUIPE","1","","","","","360","","","","","","","","","HE00S27Z40201"
"6","RANT417021006","PLAIN_WASHER_LARGE_D4_200_HV_A2K","2","","","","","","","","","","","","","","RANT417021006"
"4","HE00S27Z40201","COUVERCLE DIAM 100 EQUIPE","1","","","","","360","","","","","","","","","HE00S27Z40201"
"6","RANT417101007","Spannscheibe leicht D=5 A2","6","","","","","","","","","","","","","","RANT417101007"
"4","HE53S27Z00802","OBTUR.PIQ.VANNE AVEC INTERFACE G3","1","","","","","350","","","","","","","","","HE53S27Z00802"
"6","RANT419112200","Gewindeformschraube M5x10","6","","","","","","","","","","","","","","RANT419112200"
"4","HE057-TC-004-P","","1","","","","","","","","","","","","","","HE057_TC-004_P_0001__GIS_RED_004_BHT_BAY_Transport Component 4_HE057-TC-004-P"
"6","RANT421663162","Sicherungsscheibe Wellen 5","2","","","","","940","","","","","","","","","RANT421663162"
"5","HE57P40Z40961","CUVE CROIX USINEE","1","","","","","","","","","","","","","","HE57P40Z40961"
"6","HE00L810075","SCHEMA DE CABLAGE ME4","1","","","","","","","","","","","","","","HE00L810075_0001_0001_GIS_078_SEH_MEC_SCHEMA DE CABLAGE ME4_JE47010999-T_BLUE_0_MEC6"
"4","HE057-TC-002-P","","1","","","","","","","","","","","","","","HE057-TC-002-P_0001__GIS_RED_002_BHT_BAY_Transport Component 2_HE057-TC-002-P_NO_0_NOEMPTY_204-205-206"
"5","HE057-16717-83493","","1","","","","","","","","","","","","","","HE057-16717-83493_0001_0010_GIS_174_SEH_MEC_PLAQUE SIGN. ME4 MEC6 DB401_HE_PLA_SIGN_FAB_BLUE_0_0_0_MEC6"
"5","HE57S11Z500-D-01","PLAN CONE RADIAL EQUIPE","1","","","","","DRAW","","","","","","","","","HE57S11Z500-D-01"
"6","HE00P79Z00302","Brut Plaque 80x80 OLD = Alu Bleu BHT NEW = Std Inox Brossé","1","","","","","","","","","","","","","","HE00P79Z00302"
"5","HE57P11Z50101","CONE T155-7 OUVERT","1","","","","","20","","","","","","","","","HE57P11Z50101"
"2","","","1","","","","","","","","","","","","","","100201990"
"5","HE57P21Z50001","PION INDEXAGE CONE","1","","","","","30","","","","","","","","","HE57P21Z50001"
"3","","","1","","","","","","","","","","","","","","100201992"
"5","HE57P11Z60101","ELECTRODE D275 RADIALE DS/T/B OA+AG","1","","","","","40","","","","","","","","","HE57P11Z60101"
"4","HE057-09894-38799","","3","","","","","","","","","","","","","","HE057-09894-38799_0001_40_GIS_002_BHT_SE_SE  L219 RAL9016 CEN WD DB401 COV_HE57V0502-T6_BLUE_BT_SE14"
"5","RANT425950307","JOINT TORIQUE 70 SH.A 5,33x56,52","1","","","","","70","","","","","","","","","RANT425950307"
"5","HE00P90Z80003","JOINT TORIQUE 70 Sh.A Ø62,5xØ6.99 Butyl","1","","","","","80","","","","","","","","","HE00P90Z80003"
"3","","","1","","","","","","","","","","","","","","100201994"
"5","HE57P21Z60001","ELECTRODE CONCAVE DE CONE AG","1","","","","","90","","","","","","","","","HE57P21Z60001"
"4","HE057-09894-38799","","0","","","","","","","","","","","","","","HE057-09894-38799_0001_40_GIS_002_BHT_SE_SE  L219 RAL9016 CEN WD DB401 COV_HE57V0502-T6_BLUE_BT_SE14"
"3","","","1","","","","","","","","","","","","","","100201996"
"5","RANT417015011","PLAIN WASHER SMALL D12 140 HV A2","2","","","","","100","","","","","","","","","RANT417015011"
"4","HE057-09894-38799","","0","","","","","","","","","","","","","","HE057-09894-38799_0001_40_GIS_002_BHT_SE_SE  L219 RAL9016 CEN WD DB401 COV_HE57V0502-T6_BLUE_BT_SE14"
"5","RANT412134414","Zylschraube I6kt A2-70 M12x60","2","","","","","110","","","","","","","","","RANT412134414"
"2","","","1","","","","","","","","","","","","","","100201998"
"5","HE364229003","CONTACT RESSORT D107","6","","","","","120","","","","","","","","","HE364229003"
"3","","","1","","","","","","","","","","","","","","100202000"
"5","HE57P21Z50201","BAGUE DE GUIDAGE","3","","","","","130","","","","","","","","","HE57P21Z50201"
"4","HE057-CT-EXP-4","","3","","","","","","","","","","","","","","HE057-CT-EXP-4_0001__GIS_RED_001_BHT_CT_CT EQUIPE_HE057-CT-EXP-1_NO_BT_CT2"
"5","RANT417005009","WASHER D8 ISO7089 U6592 A304 #","3","","","","","140","","","","","","","","","RANT417005009"
"5","HE00P00Z80801","AERATEUR IP65 HAUT DEBIT","4","","","","","","","","","","","","","","HE00P00Z80801"
"5","RANT412134310","HEX. SOCKET BOLT M8*40 A2-70","2","","","","","150","","","","","","","","","RANT412134310"
"5","HE00P90Z80002","JOINT TORIQUE 70Sh.A D355,95xD6.99 Butyl","4","","","","","","","","","","","","","","HE00P90Z80002"
"5","HE57P40Z60701","SUPPORT BAGUE DE GUIDAGE","1","","","","","210","","","","","","","","","HE57P40Z60701"
"5","HE425518001","BANDE CAOUTCH EP 4 COLLE","24","","","","","","","","","","","","","","HE425518001"
"5","RANT412134321","SHCS_M8_X_1.25_X_100_CS120_EPLZN","1","","","","","220","","","","","","","","","RANT412134321"
"5","HE462213004","BOUCHON M25 AGRO","4","","","","","","","","","","","","","","HE462213004"
"5","HE57P11Z62301","PARE EFFLUVE MALT","1","","","","","240","","","","","","","","","HE57P11Z62301"
"5","HE464175318","RAIL SYMETRIQUE L318","1","","","","","","","","","","","","","","HE464175318"
"5","RANT417005010","PLAIN WASHER NORMAL D10 140 HV A2","1","","","","","250","","","","","","","","","RANT417005010"
"5","HE53P30Z80601","JOINT FLASQUE TC","1","","","","","","","","","","","","","","HE53P30Z80601"
"5","RANT412034362","SHCS_M10_X_1.5_X_50_SSTA170","1","","","","","260","","","","","","","","","RANT412034362"
"5","HE53P30Z80701","FEUILLARD TEXTILE 25mm TC","10","","","","","","","","","","","","","","HE53P30Z80701"
"4","HE57S27Z40001","INTERFACE EXPEDITION SANS VALVE","1","","","","","","","","","","","","","","HE57S27Z40001"
"5","HE53P30Z81201","BOUCLE TC","6","","","","","","","","","","","","","","HE53P30Z81201"
